subid;sex;age;country;person;bond;valence;face;hand;leg
551978;female;29;japan;F_Cousin;1;3;0.0018544;0.99893;0.020186
551978;female;29;japan;M_Cousin;1;3;0;0;0
551978;female;29;japan;F_Friend;9;8;0.00092721;0.96555;0.00048525
551978;female;29;japan;M_Friend;1;1;0;0;0
551978;female;29;japan;F_Acq;1;1;0;0.74112;0.0001941
551978;female;29;japan;M_Acq;1;1;0;0;0
551978;female;29;japan;F_Stranger;1;1;0;0;0
551978;female;29;japan;M_Stranger;1;1;0;0;0
553660;female;27;japan;Partner;9;8;1;1;1
553660;female;27;japan;Mother;9;7;1;0.99751;0.91188
553660;female;27;japan;Father;8;5;0.15021;0.98224;0.52038
553660;female;27;japan;Sister;9;7;1;1;0.90994
553660;female;27;japan;Brother;NA;NA;NA;NA;NA
553660;female;27;japan;Aunt;6;5;0.17849;0.99467;0.69604
553660;female;27;japan;Uncle;6;4;0.014372;0.98153;0.00029115
553660;female;27;japan;F_Cousin;6;5;0.15067;0.97798;0.71671
553660;female;27;japan;M_Cousin;6;4;0.01669;0.98224;0.0005823
553660;female;27;japan;F_Friend;7;5;1;1;0.77232
553660;female;27;japan;M_Friend;NA;NA;NA;NA;NA
553660;female;27;japan;F_Acq;6;5;1;0.97763;0.63888
553660;female;27;japan;M_Acq;NA;NA;NA;NA;NA
553660;female;27;japan;F_Stranger;1;2;0.0018544;0.97798;0.0014557
553660;female;27;japan;M_Stranger;1;1;0.0018544;0.95384;0.003882
559722;female;23;japan;Partner;NA;NA;NA;NA;NA
559722;female;23;japan;Mother;10;7;0.76773;0.96804;0.81522
559722;female;23;japan;Father;6;5;0.068614;0;9.71E-05
559722;female;23;japan;Sister;NA;NA;NA;NA;NA
559722;female;23;japan;Brother;6;5;0.0018544;0.45668;0
559722;female;23;japan;Aunt;8;6;0.73945;0.84375;0.87694
559722;female;23;japan;Uncle;5;5;0;0;0
559722;female;23;japan;F_Cousin;5;5;0.053315;0.96058;0.0001941
559722;female;23;japan;M_Cousin;NA;NA;NA;NA;NA
559722;female;23;japan;F_Friend;8;8;0.25406;0.93324;0.00029115
559722;female;23;japan;M_Friend;6;6;0;0;0
559722;female;23;japan;F_Acq;6;6;0.092721;0.72692;0.0001941
559722;female;23;japan;M_Acq;5;5;0;0;0
559722;female;23;japan;F_Stranger;4;4;0.1159;0.56747;0.0010675
559722;female;23;japan;M_Stranger;3;4;0;0;0
559834;female;28;japan;Partner;NA;NA;NA;NA;NA
559834;female;28;japan;Mother;7;6;0;0;0
559834;female;28;japan;Father;7;6;0;0;0
559834;female;28;japan;Sister;6;6;0;0;9.71E-05
559834;female;28;japan;Brother;6;6;0;0;0.00029115
559834;female;28;japan;Aunt;6;5;0.082058;0.62003;0.0003882
559834;female;28;japan;Uncle;6;5;0.90821;0.75107;0.00067935
559834;female;28;japan;F_Cousin;4;3;0.0013908;0.8022;0.0003882
559834;female;28;japan;M_Cousin;4;3;0.0013908;0.87607;0.00048525
559834;female;28;japan;F_Friend;4;2;0.00092721;0.86967;0.00048525
559834;female;28;japan;M_Friend;4;2;0.0018544;0.84766;0.00048525
559834;female;28;japan;F_Acq;4;1;0.0013908;0.70064;9.71E-05
559834;female;28;japan;M_Acq;2;1;0.0013908;0.56428;0
559834;female;28;japan;F_Stranger;1;1;0.00092721;0.54616;0
559834;female;28;japan;M_Stranger;1;1;0.00092721;0.44425;0.0001941
567287;female;28;japan;Partner;10;10;0.99907;0.86612;0.98932
567287;female;28;japan;Mother;9;10;1;0.87358;0.73214
567287;female;28;japan;Father;9;10;0.99954;0.8157;0.0001941
567287;female;28;japan;Sister;9;10;0.99907;0.96946;0.60113
567287;female;28;japan;Brother;NA;NA;NA;NA;NA
567287;female;28;japan;Aunt;4;5;0.0018544;0.92436;9.71E-05
567287;female;28;japan;Uncle;4;3;0.0018544;0.87749;0.0029115
567287;female;28;japan;F_Cousin;6;5;0.00092721;0.82457;0.00029115
567287;female;28;japan;M_Cousin;NA;NA;NA;NA;NA
567287;female;28;japan;F_Friend;4;5;0.038016;0.88565;0
567287;female;28;japan;M_Friend;3;5;0.036161;0.88423;0
567287;female;28;japan;F_Acq;4;3;0.0018544;0.83878;9.71E-05
567287;female;28;japan;M_Acq;4;3;0.0013908;0.93572;0
567287;female;28;japan;F_Stranger;2;1;0.0018544;0.89169;0
567287;female;28;japan;M_Stranger;2;1;0.0013908;0.90199;0
569986;female;32;japan;Partner;NA;NA;NA;NA;NA
569986;female;32;japan;Mother;7;5;0.002318;0.99929;0.56396
569986;female;32;japan;Father;6;2;0;0;0
569986;female;32;japan;Sister;NA;NA;NA;NA;NA
569986;female;32;japan;Brother;NA;NA;NA;NA;NA
569986;female;32;japan;Aunt;4;1;0;0;0
569986;female;32;japan;Uncle;4;1;0;0;0
569986;female;32;japan;F_Cousin;NA;NA;NA;NA;NA
569986;female;32;japan;M_Cousin;4;1;0;0;0
569986;female;32;japan;F_Friend;6;5;0.0018544;0.77841;0.0003882
569986;female;32;japan;M_Friend;NA;NA;NA;NA;NA
569986;female;32;japan;F_Acq;4;2;0.0018544;0.95419;0.012616
569986;female;32;japan;M_Acq;2;2;0;0;0
569986;female;32;japan;F_Stranger;1;1;0;0;0
569986;female;32;japan;M_Stranger;1;1;0;0;0
573814;female;32;japan;Partner;10;7;0.98146;0.86612;0.94973
573814;female;32;japan;Mother;9;5;0.0013908;0.93359;0.00067935
573814;female;32;japan;Father;NA;NA;NA;NA;NA
573814;female;32;japan;Sister;NA;NA;NA;NA;NA
573814;female;32;japan;Brother;8;5;0.025035;0.18288;0.0003882
573814;female;32;japan;Aunt;5;5;0;0.11648;0.0003882
573814;female;32;japan;Uncle;5;5;0;0;0
573814;female;32;japan;F_Cousin;5;5;0.00092721;0.29368;0.00048525
573814;female;32;japan;M_Cousin;5;5;0;0;0
573814;female;32;japan;F_Friend;7;5;0.00092721;0.12962;0.00048525
573814;female;32;japan;M_Friend;NA;NA;NA;NA;NA
573814;female;32;japan;F_Acq;4;4;0;0;0
573814;female;32;japan;M_Acq;4;3;0;0;0
573814;female;32;japan;F_Stranger;4;3;0;0;0
573814;female;32;japan;M_Stranger;4;3;0;0;0
575068;female;31;japan;Partner;10;5;0.90496;0.49538;0.0053377
575068;female;31;japan;Mother;10;5;0.99954;0.49964;0.0057259
575068;female;31;japan;Father;10;5;0.99397;0.49964;0.0010675
575068;female;31;japan;Sister;10;5;0.98424;0.49964;0.0057259
575068;female;31;japan;Brother;NA;NA;NA;NA;NA
575068;female;31;japan;Aunt;5;1;0;0;0
575068;female;31;japan;Uncle;5;1;0;0;0
575068;female;31;japan;F_Cousin;5;1;0;0;0
575068;female;31;japan;M_Cousin;5;1;0;0;0
575068;female;31;japan;F_Friend;5;1;0;0;0
575068;female;31;japan;M_Friend;5;1;0;0;0
575068;female;31;japan;F_Acq;5;1;0;0;0
575068;female;31;japan;M_Acq;5;1;0;0;0
575068;female;31;japan;F_Stranger;1;1;0;0;0
575068;female;31;japan;M_Stranger;1;1;0;0;0
578019;female;48;japan;Partner;9;6;0.091331;0.93182;0.00048525
578019;female;48;japan;Mother;9;6;0.12796;0.98935;0.00029115
578019;female;48;japan;Father;NA;NA;NA;NA;NA
578019;female;48;japan;Sister;NA;NA;NA;NA;NA
578019;female;48;japan;Brother;7;4;0;0;9.71E-05
578019;female;48;japan;Aunt;6;5;0.00092721;0.9201;0.0001941
578019;female;48;japan;Uncle;6;4;0;0;9.71E-05
578019;female;48;japan;F_Cousin;4;5;0;0;9.71E-05
578019;female;48;japan;M_Cousin;4;4;0;0;9.71E-05
578019;female;48;japan;F_Friend;8;5;0.040797;0.97195;0.00029115
578019;female;48;japan;M_Friend;NA;NA;NA;NA;NA
578019;female;48;japan;F_Acq;3;4;0.0018544;0.98082;0.0027174
578019;female;48;japan;M_Acq;3;2;0;0;9.71E-05
578019;female;48;japan;F_Stranger;1;1;0;0;9.71E-05
578019;female;48;japan;M_Stranger;1;1;0;0;0
580486;female;41;japan;Partner;NA;NA;NA;NA;NA
580486;female;41;japan;Mother;7;5;0;0;0
580486;female;41;japan;Father;2;3;0;0;0
580486;female;41;japan;Sister;NA;NA;NA;NA;NA
580486;female;41;japan;Brother;4;4;0;0;0
580486;female;41;japan;Aunt;5;5;0;0;0
580486;female;41;japan;Uncle;5;5;0;0;0
580486;female;41;japan;F_Cousin;2;5;0;0;0
580486;female;41;japan;M_Cousin;2;5;0;0;0
580486;female;41;japan;F_Friend;4;6;0;0;0
580486;female;41;japan;M_Friend;3;6;0;0;0
580486;female;41;japan;F_Acq;3;5;0;0;0
580486;female;41;japan;M_Acq;3;5;0;0;0
580486;female;41;japan;F_Stranger;1;2;0;0;0
580486;female;41;japan;M_Stranger;1;2;0;0;0
581795;female;44;japan;Partner;10;5;0.0013908;0.50604;0.29765
581795;female;44;japan;Mother;5;5;0.036625;0.66406;0.329
581795;female;44;japan;Father;5;5;0.00092721;0.67436;0
581795;female;44;japan;Sister;5;5;0.027353;0.59055;0.39635
581795;female;44;japan;Brother;NA;NA;NA;NA;NA
581795;female;44;japan;Aunt;2;5;0.023644;0;0
581795;female;44;japan;Uncle;2;5;0;0;0
581795;female;44;japan;F_Cousin;2;5;0.047288;0.72869;0
581795;female;44;japan;M_Cousin;2;5;0;0;0
581795;female;44;japan;F_Friend;5;5;0.016226;0;0
581795;female;44;japan;M_Friend;NA;NA;NA;NA;NA
581795;female;44;japan;F_Acq;1;5;0.018081;0.099787;9.71E-05
581795;female;44;japan;M_Acq;NA;NA;NA;NA;NA
581795;female;44;japan;F_Stranger;1;5;0;0;0
581795;female;44;japan;M_Stranger;1;1;0;0;0
583604;female;47;japan;Partner;8;5;0.00092721;0.4652;9.71E-05
583604;female;47;japan;Mother;7;5;0.0018544;0.962;0
583604;female;47;japan;Father;7;5;0.00092721;0.38139;0.0001941
583604;female;47;japan;Sister;NA;NA;NA;NA;NA
583604;female;47;japan;Brother;4;5;0.0018544;0.49041;0
583604;female;47;japan;Aunt;3;3;0.0013908;0.84801;9.71E-05
583604;female;47;japan;Uncle;NA;NA;NA;NA;NA
583604;female;47;japan;F_Cousin;3;3;0.0037089;0.98828;0
583604;female;47;japan;M_Cousin;2;3;0.00092721;0.41051;0.0054348
583604;female;47;japan;F_Friend;6;3;0.00092721;0.82777;0
583604;female;47;japan;M_Friend;5;2;0.0013908;0.93821;0
583604;female;47;japan;F_Acq;3;2;0.075104;0.63175;0.00029115
583604;female;47;japan;M_Acq;3;1;0.00046361;0.69283;0
583604;female;47;japan;F_Stranger;1;1;0.00046361;0.54794;0
583604;female;47;japan;M_Stranger;1;1;0;0;0
593055;female;48;japan;Partner;7;6;0.00092721;0.19851;0.0032997
593055;female;48;japan;Mother;7;6;0.99583;0.99929;0.87781
593055;female;48;japan;Father;NA;NA;NA;NA;NA
593055;female;48;japan;Sister;7;6;0.88363;0.85866;0.12413
593055;female;48;japan;Brother;4;5;0.00046361;0.58097;0
593055;female;48;japan;Aunt;5;5;0.0018544;0.81108;0.0050466
593055;female;48;japan;Uncle;4;5;0.00046361;0.45277;0.0005823
593055;female;48;japan;F_Cousin;5;5;0.0018544;0.9858;0.042799
593055;female;48;japan;M_Cousin;4;5;0.00092721;0.53232;0.0051436
593055;female;48;japan;F_Friend;7;5;0.00092721;0.6218;0
593055;female;48;japan;M_Friend;NA;NA;NA;NA;NA
593055;female;48;japan;F_Acq;6;5;0.00092721;0.39844;0
593055;female;48;japan;M_Acq;6;4;0;0;0
593055;female;48;japan;F_Stranger;4;4;0;0;0
593055;female;48;japan;M_Stranger;4;4;0;0;0
595025;female;45;japan;Partner;8;4;0.036161;0.00071023;9.71E-05
595025;female;45;japan;Mother;4;1;0.13815;0.00071023;0.011064
595025;female;45;japan;Father;4;1;0.00046361;0.00071023;0
595025;female;45;japan;Sister;4;5;0.99675;0.96023;0.99544
595025;female;45;japan;Brother;NA;NA;NA;NA;NA
595025;female;45;japan;Aunt;2;5;1;0.99041;1
595025;female;45;japan;Uncle;2;5;0;0;0
595025;female;45;japan;F_Cousin;2;5;1;0.90945;0.98311
595025;female;45;japan;M_Cousin;2;5;0;0;0
595025;female;45;japan;F_Friend;5;5;0.074177;0.92898;0.010287
595025;female;45;japan;M_Friend;NA;NA;NA;NA;NA
595025;female;45;japan;F_Acq;5;2;0.0013908;0.90909;9.71E-05
595025;female;45;japan;M_Acq;5;2;0;0;0
595025;female;45;japan;F_Stranger;1;2;0;0;0
595025;female;45;japan;M_Stranger;1;2;0;0;0
601027;female;45;japan;Partner;5;3;0;0;0.0001941
601027;female;45;japan;Mother;3;3;0;0;9.71E-05
601027;female;45;japan;Father;NA;NA;NA;NA;NA
601027;female;45;japan;Sister;NA;NA;NA;NA;NA
601027;female;45;japan;Brother;2;3;0;0;9.71E-05
601027;female;45;japan;Aunt;3;3;0;0;0.0001941
601027;female;45;japan;Uncle;3;3;0;0;0
601027;female;45;japan;F_Cousin;2;5;0;0;9.71E-05
601027;female;45;japan;M_Cousin;2;5;0;0;9.71E-05
601027;female;45;japan;F_Friend;7;7;0;0;0
601027;female;45;japan;M_Friend;4;5;0;0;0.0001941
601027;female;45;japan;F_Acq;3;5;0;0;0
601027;female;45;japan;M_Acq;4;7;0;0;0
601027;female;45;japan;F_Stranger;1;1;0;0;0
601027;female;45;japan;M_Stranger;1;1;0;0;0
601376;female;48;japan;Partner;NA;NA;NA;NA;NA
601376;female;48;japan;Mother;10;7;0.002318;0.98473;0.1712
601376;female;48;japan;Father;10;5;0.0018544;0.99432;9.71E-05
601376;female;48;japan;Sister;10;5;0.0018544;0.99929;0.0001941
601376;female;48;japan;Brother;NA;NA;NA;NA;NA
601376;female;48;japan;Aunt;5;1;0;0;0
601376;female;48;japan;Uncle;5;1;0;0;0
601376;female;48;japan;F_Cousin;1;1;0;0;0
601376;female;48;japan;M_Cousin;1;1;0;0;0
601376;female;48;japan;F_Friend;9;1;0;0;9.71E-05
601376;female;48;japan;M_Friend;NA;NA;NA;NA;NA
601376;female;48;japan;F_Acq;6;1;0;0;0
601376;female;48;japan;M_Acq;4;1;0;0;0
601376;female;48;japan;F_Stranger;2;1;0;0;0
601376;female;48;japan;M_Stranger;2;1;0;0;0
604376;female;46;japan;Partner;5;1;0;0;0
604376;female;46;japan;Mother;5;2;0.0013908;0;0
604376;female;46;japan;Father;5;1;0.0083449;0;0
604376;female;46;japan;Sister;4;2;0;0;0
604376;female;46;japan;Brother;NA;NA;NA;NA;NA
604376;female;46;japan;Aunt;3;1;0.012981;0;0
604376;female;46;japan;Uncle;2;1;0;0;0
604376;female;46;japan;F_Cousin;1;1;0;0;0
604376;female;46;japan;M_Cousin;1;1;0;0;0
604376;female;46;japan;F_Friend;6;4;0;0;0
604376;female;46;japan;M_Friend;2;1;0;0;0
604376;female;46;japan;F_Acq;4;1;0;0;0
604376;female;46;japan;M_Acq;2;1;0;0;0
604376;female;46;japan;F_Stranger;1;1;0;0;0
604376;female;46;japan;M_Stranger;1;1;0;0;0
612079;female;55;japan;Partner;6;8;0;0;0
612079;female;55;japan;Mother;6;5;0;0;0.00087345
612079;female;55;japan;Father;6;5;0.0013908;0.89986;0
612079;female;55;japan;Sister;6;1;0.0018544;0.81676;0.0021351
612079;female;55;japan;Brother;NA;NA;NA;NA;NA
612079;female;55;japan;Aunt;NA;NA;NA;NA;NA
612079;female;55;japan;Uncle;NA;NA;NA;NA;NA
612079;female;55;japan;F_Cousin;NA;NA;NA;NA;NA
612079;female;55;japan;M_Cousin;NA;NA;NA;NA;NA
612079;female;55;japan;F_Friend;5;1;0.0013908;0.7706;0.0001941
612079;female;55;japan;M_Friend;NA;NA;NA;NA;NA
612079;female;55;japan;F_Acq;5;1;0;0.79368;9.71E-05
612079;female;55;japan;M_Acq;NA;NA;NA;NA;NA
612079;female;55;japan;F_Stranger;1;1;0.0018544;0.83132;0.0001941
612079;female;55;japan;M_Stranger;1;1;0.0018544;0.93963;0
618128;female;51;japan;Partner;8;6;0.054242;0.64737;9.71E-05
618128;female;51;japan;Mother;8;6;0.00092721;0.712;0.00029115
618128;female;51;japan;Father;NA;NA;NA;NA;NA
618128;female;51;japan;Sister;8;6;0.019935;0.58594;9.71E-05
618128;female;51;japan;Brother;NA;NA;NA;NA;NA
618128;female;51;japan;Aunt;6;5;0;0;0
618128;female;51;japan;Uncle;6;4;0;0;0
618128;female;51;japan;F_Cousin;6;4;0;0;0
618128;female;51;japan;M_Cousin;6;4;0;0;0
618128;female;51;japan;F_Friend;7;4;0;0;0
618128;female;51;japan;M_Friend;NA;NA;NA;NA;NA
618128;female;51;japan;F_Acq;7;4;0;0;0
618128;female;51;japan;M_Acq;7;4;0;0;0
618128;female;51;japan;F_Stranger;3;1;0;0;0
618128;female;51;japan;M_Stranger;3;1;0;0;0
619489;female;52;japan;Partner;8;5;0.038943;0.9897;0.36724
619489;female;52;japan;Mother;9;9;0.53083;0.92188;0.38936
619489;female;52;japan;Father;NA;NA;NA;NA;NA
619489;female;52;japan;Sister;7;5;0.1261;0.82315;0.49447
619489;female;52;japan;Brother;NA;NA;NA;NA;NA
619489;female;52;japan;Aunt;5;5;0.0018544;0.91584;9.71E-05
619489;female;52;japan;Uncle;2;2;0;0;0
619489;female;52;japan;F_Cousin;2;2;0.0018544;0.97266;0.0001941
619489;female;52;japan;M_Cousin;1;2;0;0;0
619489;female;52;japan;F_Friend;6;3;0.18266;0.95739;0.00067935
619489;female;52;japan;M_Friend;NA;NA;NA;NA;NA
619489;female;52;japan;F_Acq;3;2;0;0;0
619489;female;52;japan;M_Acq;1;1;0;0;0
619489;female;52;japan;F_Stranger;1;1;0;0;0
619489;female;52;japan;M_Stranger;1;1;0;0;0
619672;female;50;japan;Partner;10;10;1;1;1
619672;female;50;japan;Mother;10;9;0.12332;0.98473;0.39082
619672;female;50;japan;Father;10;9;0.0018544;0.96129;0.0028144
619672;female;50;japan;Sister;NA;NA;NA;NA;NA
619672;female;50;japan;Brother;10;9;0;0;0
619672;female;50;japan;Aunt;5;5;0.090403;0.85085;0.00087345
619672;female;50;japan;Uncle;5;5;0;0;0
619672;female;50;japan;F_Cousin;5;5;0.13723;0.92898;0.00067935
619672;female;50;japan;M_Cousin;5;5;0;0;0
619672;female;50;japan;F_Friend;5;5;0.01669;0.78977;0.00048525
619672;female;50;japan;M_Friend;5;5;0;0;0
619672;female;50;japan;F_Acq;5;5;0;0;0.0003882
619672;female;50;japan;M_Acq;5;5;0;0;0
619672;female;50;japan;F_Stranger;1;1;0;0;0
619672;female;50;japan;M_Stranger;1;1;0;0;0
619943;female;55;japan;Partner;9;9;1;1;1
619943;female;55;japan;Mother;5;3;1;0.99148;0.52475
619943;female;55;japan;Father;5;3;0.15624;0.99929;0.003882
619943;female;55;japan;Sister;NA;NA;NA;NA;NA
619943;female;55;japan;Brother;3;1;0.12703;0;9.71E-05
619943;female;55;japan;Aunt;3;1;0.21929;0.99929;0.0012616
619943;female;55;japan;Uncle;NA;NA;NA;NA;NA
619943;female;55;japan;F_Cousin;1;1;1;1;0.45526
619943;female;55;japan;M_Cousin;1;1;0.0074177;0;9.71E-05
619943;female;55;japan;F_Friend;5;5;1;1;0.55881
619943;female;55;japan;M_Friend;5;5;0.17988;0;9.71E-05
619943;female;55;japan;F_Acq;3;1;0.0018544;0.99929;0.0011646
619943;female;55;japan;M_Acq;3;1;0;0;0
619943;female;55;japan;F_Stranger;1;1;0;0;0
619943;female;55;japan;M_Stranger;1;1;0;0;0
620199;female;57;japan;Partner;10;7;0.0013908;0.92685;0.0014557
620199;female;57;japan;Mother;10;8;0.0018544;0.97124;0.0003882
620199;female;57;japan;Father;NA;NA;NA;NA;NA
620199;female;57;japan;Sister;NA;NA;NA;NA;NA
620199;female;57;japan;Brother;7;7;0;0;0
620199;female;57;japan;Aunt;3;3;0.0018544;0.97763;0.00029115
620199;female;57;japan;Uncle;3;1;0;0;0
620199;female;57;japan;F_Cousin;3;3;0.0018544;0.96236;0.0018439
620199;female;57;japan;M_Cousin;1;1;0;0;0
620199;female;57;japan;F_Friend;5;5;0.0018544;0.96839;0
620199;female;57;japan;M_Friend;NA;NA;NA;NA;NA
620199;female;57;japan;F_Acq;3;5;0;0;0
620199;female;57;japan;M_Acq;3;5;0;0;0
620199;female;57;japan;F_Stranger;1;2;0;0;0
620199;female;57;japan;M_Stranger;1;1;0;0;0
622993;female;60;japan;Partner;7;7;0.97728;0.99858;0.76786
622993;female;60;japan;Mother;7;7;0.0013908;0.75249;0.0001941
622993;female;60;japan;Father;NA;NA;NA;NA;NA
622993;female;60;japan;Sister;7;7;0.85443;0.74148;0.4376
622993;female;60;japan;Brother;NA;NA;NA;NA;NA
622993;female;60;japan;Aunt;NA;NA;NA;NA;NA
622993;female;60;japan;Uncle;NA;NA;NA;NA;NA
622993;female;60;japan;F_Cousin;5;3;0.00092721;0.61861;0
622993;female;60;japan;M_Cousin;4;1;0;0;0
622993;female;60;japan;F_Friend;9;8;0.89337;0.75497;0.48874
622993;female;60;japan;M_Friend;NA;NA;NA;NA;NA
622993;female;60;japan;F_Acq;7;5;0.00092721;0.39489;9.71E-05
622993;female;60;japan;M_Acq;5;1;0;0;0
622993;female;60;japan;F_Stranger;1;1;0;0;0
622993;female;60;japan;M_Stranger;1;1;0;0;0
623693;female;65;japan;Partner;6;5;0.99073;0.87784;0.99185
623693;female;65;japan;Mother;NA;NA;NA;NA;NA
623693;female;65;japan;Father;NA;NA;NA;NA;NA
623693;female;65;japan;Sister;6;6;0.25637;0.96555;0.98573
623693;female;65;japan;Brother;6;5;0.087622;0.4581;9.71E-05
623693;female;65;japan;Aunt;NA;NA;NA;NA;NA
623693;female;65;japan;Uncle;NA;NA;NA;NA;NA
623693;female;65;japan;F_Cousin;6;5;0.05656;0.77237;0.28261
623693;female;65;japan;M_Cousin;NA;NA;NA;NA;NA
623693;female;65;japan;F_Friend;6;6;0.019935;0.96591;0.00067935
623693;female;65;japan;M_Friend;6;5;0.053315;0.92294;0.0003882
623693;female;65;japan;F_Acq;6;4;0.0083449;0.98935;0.00067935
623693;female;65;japan;M_Acq;6;4;0.00046361;0;0
623693;female;65;japan;F_Stranger;5;3;0.0018544;0.98189;9.71E-05
623693;female;65;japan;M_Stranger;5;3;0.0018544;0.93892;0.0030085
626921;female;61;japan;Partner;10;10;1;1;0.99398
626921;female;61;japan;Mother;10;10;0.95967;0.97053;0.73399
626921;female;61;japan;Father;10;10;0.95318;0.94638;0.002038
626921;female;61;japan;Sister;10;10;1;0.90483;0.59142
626921;female;61;japan;Brother;NA;NA;NA;NA;NA
626921;female;61;japan;Aunt;10;9;0.98285;0.98366;0.0016498
626921;female;61;japan;Uncle;10;8;0.0018544;0.96413;0.00029115
626921;female;61;japan;F_Cousin;7;8;0.0018544;0.92294;0.0082492
626921;female;61;japan;M_Cousin;7;8;0.0018544;0.90021;0.0003882
626921;female;61;japan;F_Friend;10;8;0.0013908;0.93075;0.0007764
626921;female;61;japan;M_Friend;NA;NA;NA;NA;NA
626921;female;61;japan;F_Acq;6;8;0.0018544;0.94567;0.0009705
626921;female;61;japan;M_Acq;5;2;0;0;0
626921;female;61;japan;F_Stranger;1;1;0;0;0
626921;female;61;japan;M_Stranger;1;1;0;0;0
627562;female;64;japan;Partner;8;7;0;0;0.24175
627562;female;64;japan;Mother;10;7;0.0018544;0.80114;0.33734
627562;female;64;japan;Father;NA;NA;NA;NA;NA
627562;female;64;japan;Sister;NA;NA;NA;NA;NA
627562;female;64;japan;Brother;9;5;0.00092721;0.32955;0
627562;female;64;japan;Aunt;6;3;0.00092721;0.43537;0.00048525
627562;female;64;japan;Uncle;NA;NA;NA;NA;NA
627562;female;64;japan;F_Cousin;7;3;0.0013908;0.85618;0.00067935
627562;female;64;japan;M_Cousin;3;1;0;0;0
627562;female;64;japan;F_Friend;8;3;0.00092721;0.41584;9.71E-05
627562;female;64;japan;M_Friend;4;2;0.0013908;0.78409;9.71E-05
627562;female;64;japan;F_Acq;5;2;0;0;0
627562;female;64;japan;M_Acq;4;1;0;0;9.71E-05
627562;female;64;japan;F_Stranger;1;1;0;0;0
627562;female;64;japan;M_Stranger;1;1;0;0;0
633353;male;19;japan;Partner;NA;NA;NA;NA;NA
633353;male;19;japan;Mother;10;10;1;0.92116;0.80619
633353;male;19;japan;Father;NA;NA;NA;NA;NA
633353;male;19;japan;Sister;10;10;1;0.94389;0.90499
633353;male;19;japan;Brother;NA;NA;NA;NA;NA
633353;male;19;japan;Aunt;NA;NA;NA;NA;NA
633353;male;19;japan;Uncle;NA;NA;NA;NA;NA
633353;male;19;japan;F_Cousin;NA;NA;NA;NA;NA
633353;male;19;japan;M_Cousin;NA;NA;NA;NA;NA
633353;male;19;japan;F_Friend;NA;NA;NA;NA;NA
633353;male;19;japan;M_Friend;NA;NA;NA;NA;NA
633353;male;19;japan;F_Acq;NA;NA;NA;NA;NA
633353;male;19;japan;M_Acq;NA;NA;NA;NA;NA
633353;male;19;japan;F_Stranger;1;1;0.00092721;0.8054;0
633353;male;19;japan;M_Stranger;1;1;0.01159;0.81463;0
641250;male;19;japan;Partner;NA;NA;NA;NA;NA
641250;male;19;japan;Mother;1;1;0;0;0
641250;male;19;japan;Father;8;5;0.88734;0.8267;0.72108
641250;male;19;japan;Sister;NA;NA;NA;NA;NA
641250;male;19;japan;Brother;7;5;0.86787;0.61612;0.50679
641250;male;19;japan;Aunt;7;5;0.98609;0.62109;0.80833
641250;male;19;japan;Uncle;7;5;0.9643;0.72408;0.9342
641250;male;19;japan;F_Cousin;3;5;0.95178;0.70597;0.72448
641250;male;19;japan;M_Cousin;3;5;0.9847;0.71271;0.60986
641250;male;19;japan;F_Friend;5;5;0.89059;0.60653;0.76252
641250;male;19;japan;M_Friend;8;5;0.9898;0.15163;0.79008
641250;male;19;japan;F_Acq;5;5;0.062123;0.92862;0.00067935
641250;male;19;japan;M_Acq;5;5;0.99768;0.67614;0.00087345
641250;male;19;japan;F_Stranger;1;5;0.57487;0.58274;0.0005823
641250;male;19;japan;M_Stranger;1;5;0;0;0
646314;male;20;japan;Partner;NA;NA;NA;NA;NA
646314;male;20;japan;Mother;8;6;0.1618;0.90305;0.65149
646314;male;20;japan;Father;8;6;0.52156;0.98864;0.65751
646314;male;20;japan;Sister;NA;NA;NA;NA;NA
646314;male;20;japan;Brother;6;5;0.19471;0.93359;9.71E-05
646314;male;20;japan;Aunt;5;4;0.0018544;0.92223;9.71E-05
646314;male;20;japan;Uncle;5;4;0.0018544;0.93466;0
646314;male;20;japan;F_Cousin;5;5;0.0018544;0.93608;0.00029115
646314;male;20;japan;M_Cousin;5;5;0.13769;0.92259;0.0001941
646314;male;20;japan;F_Friend;4;3;0.0018544;0.96484;0
646314;male;20;japan;M_Friend;6;3;0.17571;0.98331;9.71E-05
646314;male;20;japan;F_Acq;4;3;0.0018544;0.9652;9.71E-05
646314;male;20;japan;M_Acq;6;3;0.087622;0.90305;0.0001941
646314;male;20;japan;F_Stranger;3;3;0.0018544;0.93217;9.71E-05
646314;male;20;japan;M_Stranger;3;3;0.0018544;0.91761;0.015528
647115;male;18;japan;Partner;NA;NA;NA;NA;NA
647115;male;18;japan;Mother;7;7;0;0;0
647115;male;18;japan;Father;7;7;0;0;0
647115;male;18;japan;Sister;NA;NA;NA;NA;NA
647115;male;18;japan;Brother;7;7;0;0;0
647115;male;18;japan;Aunt;7;7;0;0;0
647115;male;18;japan;Uncle;NA;NA;NA;NA;NA
647115;male;18;japan;F_Cousin;NA;NA;NA;NA;NA
647115;male;18;japan;M_Cousin;NA;NA;NA;NA;NA
647115;male;18;japan;F_Friend;5;7;0;0;0
647115;male;18;japan;M_Friend;7;7;0;0;0
647115;male;18;japan;F_Acq;5;6;0;0;0
647115;male;18;japan;M_Acq;7;6;0;0;0
